anio,estacion,PRCPTOT,SDII,CWD,CDD,R10mm,R20mm,R40mm,R95pTOT,R99pTOT,Rx1day,Rx5day,FD,SU,ID,TR,TXx,TNx,TXn,TNn,TN10p,TX10p,TN90p,TX90p,WSDI,CSDI,DTR,GSL
2014,Verano,476.8,16.964285714285715,4.0,12.0,16.0,8.0,3.0,172.0,0.0,67.0,133.0,0,71,0,20,37.2,24.6,21.1,8.0,11.11111111111111,8.88888888888889,14.444444444444443,8.88888888888889,0,0,10.676666666666666,
2015,Invierno,295.1,20.714285714285715,3.0,17.0,8.0,4.0,3.0,82.0,82.0,82.0,159.0,8,0,0,0,25.0,15.7,10.5,-3.6,7.608695652173914,2.1739130434782608,17.391304347826086,15.217391304347828,6,0,10.18586956521739,
2015,Otoño,127.2,15.625,2.0,37.0,4.0,2.0,1.0,0.0,0.0,45.0,47.0,0,39,0,4,32.0,21.2,15.2,1.6,4.3478260869565215,3.260869565217391,22.82608695652174,32.608695652173914,8,0,11.44782608695652,
2015,Primavera,230.0,14.3125,2.0,11.0,8.0,3.0,1.0,48.0,0.0,48.0,57.0,0,11,0,0,29.5,19.1,10.5,1.0,13.186813186813188,7.6923076923076925,5.4945054945054945,9.89010989010989,0,0,10.26923076923077,
2015,Verano,260.3,15.176470588235293,2.0,13.0,11.0,4.0,1.0,56.0,0.0,56.0,56.0,0,69,0,18,35.5,24.6,21.0,6.4,10.0,10.0,12.222222222222221,4.444444444444445,0,0,11.0,
2016,Invierno,288.3,16.823529411764707,6.0,17.0,9.0,4.0,2.0,74.0,0.0,74.0,127.0,6,1,0,0,25.7,12.0,10.0,-2.5,7.608695652173914,6.521739130434782,4.3478260869565215,6.521739130434782,0,0,9.505434782608695,
2016,Otoño,331.09999999999997,13.08,5.0,20.0,9.0,6.0,2.0,59.0,0.0,59.0,72.0,0,14,0,2,31.6,20.8,12.4,1.5,15.217391304347828,25.0,7.608695652173914,7.608695652173914,0,0,9.196739130434782,
2016,Primavera,225.9,12.333333333333334,3.0,18.0,11.0,3.0,0.0,0.0,0.0,33.0,55.0,0,18,0,0,32.0,19.8,10.2,0.5,10.989010989010989,7.6923076923076925,13.186813186813188,10.989010989010989,0,0,9.967032967032967,
2016,Verano,300.40000000000003,14.9,3.0,13.0,9.0,6.0,2.0,105.0,0.0,54.0,107.0,0,87,0,24,36.5,24.1,23.0,7.3,5.4945054945054945,1.098901098901099,23.076923076923077,13.186813186813188,0,0,11.73296703296703,
2017,Invierno,213.7,13.125,3.0,34.0,9.0,5.0,0.0,0.0,0.0,38.0,64.1,3,0,0,0,24.4,16.4,9.0,-2.2,5.434782608695652,3.260869565217391,31.521739130434785,20.652173913043477,0,0,8.85108695652174,
2017,Otoño,297.2,19.6,3.0,17.0,8.0,7.0,1.0,82.0,82.0,82.0,120.0,0,28,0,4,33.0,23.1,14.0,2.2,4.3478260869565215,4.3478260869565215,20.652173913043477,17.391304347826086,0,0,9.671739130434782,
2017,Primavera,228.0,11.4,3.0,12.0,9.0,3.0,1.0,0.0,0.0,45.0,65.0,0,14,0,0,31.5,18.1,14.1,4.0,5.4945054945054945,4.395604395604396,8.791208791208792,9.89010989010989,0,0,10.68131868131868,
2017,Verano,411.4,19.523809523809526,2.0,13.0,13.0,8.0,4.0,155.0,0.0,53.0,92.0,0,76,0,27,36.0,24.4,19.5,8.2,7.777777777777778,10.0,22.22222222222222,14.444444444444443,9,0,11.04,
2018,Invierno,197.4,13.857142857142858,2.0,23.0,6.0,4.0,1.0,59.0,0.0,59.0,71.0,6,0,0,0,23.4,12.1,8.7,-2.9,7.608695652173914,11.956521739130435,5.434782608695652,3.260869565217391,0,0,8.721739130434782,
2018,Otoño,487.2,20.25,4.0,13.0,12.0,8.0,4.0,206.0,108.0,108.0,146.5,0,32,0,1,33.2,22.3,12.4,3.4,6.521739130434782,2.1739130434782608,27.173913043478258,26.08695652173913,0,0,10.093478260869565,
2018,Primavera,302.8,16.666666666666668,4.0,12.0,10.0,5.0,1.0,94.0,94.0,94.0,131.2,0,23,0,2,32.2,20.4,14.6,1.8,5.4945054945054945,3.296703296703297,20.87912087912088,12.087912087912088,0,0,10.215384615384616,
2018,Verano,379.0,18.95,3.0,17.0,11.0,7.0,3.0,175.0,0.0,70.0,110.0,0,74,0,16,36.4,23.4,18.4,5.2,7.777777777777778,8.88888888888889,10.0,7.777777777777778,0,0,11.574444444444442,
2019,Invierno,332.0,18.333333333333332,6.0,12.0,9.0,4.0,3.0,132.0,0.0,70.0,129.0,9,0,0,0,24.0,14.5,8.5,-3.8,7.608695652173914,9.782608695652174,16.304347826086957,10.869565217391305,0,0,9.092391304347828,
2019,Otoño,172.0,12.071428571428571,3.0,15.0,5.0,3.0,0.0,0.0,0.0,30.0,33.0,0,19,0,1,31.7,20.5,13.5,3.0,8.695652173913043,4.3478260869565215,10.869565217391305,14.130434782608695,0,0,10.594565217391304,
2019,Primavera,223.3,13.6875,3.0,20.0,7.0,4.0,2.0,55.0,0.0,55.0,92.0,2,22,0,0,33.8,19.6,10.6,-1.3,12.087912087912088,3.296703296703297,12.087912087912088,14.285714285714285,0,0,10.914285714285713,
2019,Verano,323.7,15.95,2.0,11.0,10.0,4.0,1.0,113.0,113.0,113.0,113.8,0,66,0,26,37.7,23.2,20.5,5.8,13.333333333333334,13.333333333333334,16.666666666666664,14.444444444444443,0,0,11.476666666666665,
2020,Invierno,143.6,12.70909090909091,2.0,22.0,5.0,2.0,1.0,0.0,0.0,40.0,57.0,9,2,0,0,25.3,16.4,10.5,-1.6,15.217391304347828,2.1739130434782608,17.391304347826086,10.869565217391305,0,0,9.759782608695652,
2020,Otoño,256.3,14.233333333333333,3.0,15.0,9.0,6.0,0.0,0.0,0.0,33.2,73.0,0,26,0,2,33.4,21.5,13.0,0.7,5.434782608695652,4.3478260869565215,18.478260869565215,17.391304347826086,0,0,10.34782608695652,
2020,Primavera,249.1,19.015384615384615,3.0,29.0,7.0,5.0,3.0,99.0,0.0,52.0,109.2,1,14,0,0,32.0,19.6,9.5,-0.4,12.087912087912088,6.593406593406594,7.6923076923076925,4.395604395604396,0,0,11.187912087912089,
2020,Verano,156.4,12.791666666666666,2.0,13.0,3.0,2.0,2.0,0.0,0.0,42.0,47.0,0,79,0,17,35.0,23.3,20.0,6.3,14.285714285714285,6.593406593406594,9.89010989010989,10.989010989010989,0,0,12.609890109890108,
2021,Invierno,84.2,13.25,1.0,23.0,2.0,2.0,0.0,0.0,0.0,37.0,37.7,7,1,0,0,26.6,14.1,8.5,-2.3,16.304347826086957,7.608695652173914,9.782608695652174,13.043478260869565,0,6,10.68586956521739,
2021,Otoño,215.5,14.266666666666667,3.0,16.0,8.0,4.0,1.0,53.0,0.0,53.0,63.5,0,26,0,5,32.2,22.3,12.2,0.7,11.956521739130435,4.3478260869565215,15.217391304347828,7.608695652173914,0,0,10.395652173913044,
2021,Primavera,212.1,13.14375,4.0,20.0,8.0,3.0,0.0,0.0,0.0,35.5,44.3,0,21,0,2,35.0,21.2,14.3,1.3,7.6923076923076925,1.098901098901099,16.483516483516482,10.989010989010989,0,0,10.47142857142857,
2021,Verano,238.7,15.6,3.0,25.0,7.0,5.0,0.0,0.0,0.0,35.0,99.5,0,75,0,14,36.8,24.3,20.8,8.2,3.3333333333333335,6.666666666666667,10.0,8.88888888888889,0,0,11.378888888888891,
2022,Invierno,54.2,7.5,3.0,30.0,2.0,1.0,0.0,0.0,0.0,21.0,31.0,11,1,0,0,25.8,14.5,9.7,-2.4,15.217391304347828,2.1739130434782608,4.3478260869565215,10.869565217391305,0,0,10.821739130434782,
2022,Otoño,132.3,8.666666666666666,3.0,27.0,5.0,1.0,0.0,0.0,0.0,25.5,33.5,2,22,0,0,31.3,20.0,10.4,-0.9,20.652173913043477,9.782608695652174,4.3478260869565215,9.782608695652174,0,0,11.705434782608696,
2022,Primavera,98.8,8.881818181818183,2.0,26.0,3.0,1.0,1.0,0.0,0.0,45.0,45.0,1,29,0,6,34.6,22.2,13.0,-0.9,9.89010989010989,1.098901098901099,18.681318681318682,23.076923076923077,6,0,12.441758241758242,
2022,Verano,294.6,12.652173913043478,8.0,14.0,12.0,5.0,0.0,0.0,0.0,29.0,80.0,0,74,0,25,41.0,25.4,21.4,7.8,7.777777777777778,8.88888888888889,18.88888888888889,15.555555555555555,6,0,11.442222222222224,
2023,Invierno,236.6,33.41428571428571,2.0,33.0,4.0,4.0,2.0,155.5,88.5,88.5,155.7,7,3,0,0,28.2,14.2,9.9,-2.5,7.608695652173914,2.1739130434782608,19.565217391304348,16.304347826086957,0,0,9.58695652173913,
2023,Otoño,213.0,15.085714285714285,4.0,14.0,6.0,3.0,1.0,69.1,0.0,69.1,88.1,0,36,0,14,39.1,27.0,14.0,1.2,7.608695652173914,2.1739130434782608,28.26086956521739,38.04347826086957,19,0,10.66304347826087,
2023,Primavera,253.1,13.905555555555557,2.0,21.0,8.0,4.0,2.0,110.1,0.0,58.6,75.9,0,20,0,0,30.4,19.5,11.5,0.3,10.989010989010989,9.89010989010989,7.6923076923076925,4.395604395604396,0,0,10.705494505494507,
2023,Verano,200.89999999999998,10.46842105263158,3.0,18.0,4.0,3.0,1.0,51.5,0.0,51.5,64.5,0,76,0,25,39.5,26.0,17.0,6.2,6.666666666666667,3.3333333333333335,23.333333333333332,18.88888888888889,7,0,12.153333333333336,
2024,Invierno,184.2,11.381250000000001,3.0,24.0,6.0,3.0,1.0,0.0,0.0,46.4,67.4,15,3,0,0,28.4,19.0,7.6,-5.7,20.652173913043477,11.956521739130435,11.956521739130435,13.043478260869565,0,8,10.371739130434781,
2024,Otoño,484.69999999999993,20.960869565217394,4.0,14.0,15.0,6.0,4.0,223.0,171.5,86.0,146.5,2,23,0,2,30.2,21.2,10.0,-2.2,10.869565217391305,20.652173913043477,14.130434782608695,5.434782608695652,0,0,9.728260869565217,
2024,Primavera,180.3,11.1625,3.0,18.0,7.0,2.0,1.0,0.0,0.0,40.1,46.800000000000004,0,29,0,1,32.0,20.7,14.6,1.0,4.395604395604396,0.0,21.978021978021978,16.483516483516482,0,0,11.394505494505493,
2024,Verano,314.7,22.335714285714285,4.0,20.0,6.0,4.0,2.0,182.5,121.5,121.5,224.5,0,75,0,22,36.6,23.6,19.8,5.6,8.791208791208792,6.593406593406594,16.483516483516482,8.791208791208792,0,0,11.185714285714287,
